0,0,0,0
-44.788,-40.187,-75.384,-14.185
-9529.8,-205.73,-220.13,-202.44
-42.845,-38.419,-77.021,-15.923
-50.151,-47.404,-72.73,-37.507
-17.962,-15.479,-69.813,-13.94
-46.545,-42.585,-99.688,-27.206
-141.45,-137.99,-179.83,-130.59
-53.614,-50.707,-89.185,-38.668
-185.81,-182.35,-179.91,-182.2
-48.1,-46.697,-81.725,-32.115
-199.29,-196.61,-203.57,-191.78
-43.756,-38.97,-64.098,-20.015
-51.164,-48.095,-84.851,-36.826
-49.866,-46.146,-191.41,-31.866
-34.982,-33.383,-69.079,-22.806
-39.079,-36.31,-71.227,-21.338
-65.351,-64.322,-96.131,-55.892
-44.931,-40.417,-94.181,-24.135
-1355.9,-165.78,-178.12,-161.77
-41.42,-36.182,-73.795,-10.672
-23.147,-21.211,-69.813,-10.561
-47.966,-44.788,-95.994,-36.997
-45.299,-43.103,-67.02,-26.842
-47.436,-43.259,-66.526,-17.924
-45.723,-40.958,-92.035,-18.189
-42.728,-38.198,-76.816,-21.594
-111.78,-108.88,-103.38,-105.88
-106.3,-101.41,-173.6,-91.54
-41.42,-36.182,-83.711,-10.672
-47.118,-43.008,-77.021,-27.424
-50.88,-47.981,-168.25,-37.161
-39.079,-36.31,-72.8,-21.338
-43.023,-38.505,-76.365,-21.64
-33.523,-30.677,-76.607,-24.215
-41.42,-36.182,-75.839,-10.672
-33.098,-29.65,-157.91,-16.7
-23.596,-21.431,-78.437,-14.636
-44.691,-39.929,-64.618,-14.738
-58.404,-56.268,-96.131,-46.765
-43.325,-39.151,-91.938,-23.826
-44.942,-40.202,-163.64,-14.937
-61.479,-59.27,-105.01,-50.316
-966.22,-140.38,-156,-137.05
-195.22,-192.27,-193.42,-187.13
-19.607,-16.747,-63.38,-13.43
-44.691,-39.929,-76.504,-14.738
-96.2,-89.921,-173.9,-71.374
-50.531,-47.649,-91.73,-38.663
-50.151,-47.404,-90.384,-37.507
-49.942,-46.669,-76.597,-35.791
-42.845,-38.419,-69.702,-15.923
-44.444,-39.709,-75.6,-6.6745
-64.807,-63.78,-190.74,-57.51
-43.753,-39.16,-82.105,-22.039
-90.853,-87.275,-103.27,-81.819
-41.42,-36.182,-84.851,-10.672
-41.42,-36.182,-80.073,-10.672
-58.414,-55.601,-123.13,-40.586
-105.37,-102.16,-130.42,-100.07
-57.682,-56.512,-91.73,-48.697
-59.295,-57.258,-104.84,-45.789
-1058.2,-146.93,-161.75,-143.2
-50.598,-47.175,-76.365,-33.24
-41.419,-39.019,-77.805,-16.445
-64.807,-63.78,-101.4,-57.51
-2144.3,-160.81,-149.78,-159.91
-50.476,-47.04,-77.681,-32.529
-53.614,-50.707,-96.259,-38.668
-68.315,-67.281,-102.2,-62.176
-45.727,-44.168,-81.924,-37.261
-109.36,-105.49,-118.46,-105.16
-59.295,-57.258,-123.8,-45.789
-43.753,-39.16,-86.769,-22.039
-53.062,-50.288,-104.62,-39.243
-41.42,-36.182,-82.512,-10.672
-50.719,-49.178,-95.335,-42.804
-33.523,-30.677,-64.81,-24.215
-37.358,-34.546,-74.805,-15.225
-42.845,-38.419,-76.504,-15.923
-53.614,-50.707,-90.066,-38.668
-23.147,-21.211,-146.53,-10.561
-44.135,-39.418,-77.681,-15.88
-33.098,-29.65,-77.907,-16.7
-30.896,-27.301,-72.793,-20.092
-44.444,-39.709,-76.607,-6.6745
-47.13,-42.642,-76.504,-22.736
-30.896,-27.301,-62.28,-20.092
-42.794,-37.878,-81.012,-10.857
-73.235,-71.311,-104.75,-64.464
-46.278,-41.562,-97.625,-23.786
-8547.9,-192.72,-186.74,-191.19
-67.869,-66.904,-97.747,-56.871
-41.42,-36.182,-74.577,-10.672
-23.147,-21.211,-75.774,-10.561
-37.664,-31.984,-72.678,-8.5924
-47.114,-43.092,-89.185,-26.403
-67.143,-65.689,-147.97,-53.88
-37.358,-34.546,-75.6,-15.225
-45.046,-40.088,-66.439,-10.502
-219.62,-130.84,-136.63,-125.75
-56.762,-55.443,-93.099,-46.558
-47.114,-43.092,-164.28,-26.403
-63.033,-61.036,-202.81,-55.984
-45.723,-40.958,-91.83,-18.189
-42.794,-37.878,-159.23,-10.857
-53.062,-50.288,-95.994,-39.243
-47.094,-42.933,-78.441,-22.942
-44.942,-40.202,-75.6,-14.937
-24.798,-22.347,-79.442,-19.928
-40.335,-34.854,-77.907,-13.291
-41.42,-36.182,-69.813,-10.672
-44.444,-39.709,-61.65,-6.6745
-47.263,-42.661,-85.132,-21.047
-41.42,-36.182,-75.774,-10.672
-48.69,-44.799,-104.69,-31.143
-41.419,-39.019,-76.504,-16.445
-42.666,-40.696,-75.973,-34.534
-69.438,-67.381,-171.55,-58.984
-146.04,-140.84,-195.6,-126.99
-32.673,-31.051,-83.429,-17.643
-45.184,-40.625,-81.725,-16.955
-44.788,-40.187,-64.923,-14.185
-71.787,-70.924,-115.42,-62.736
-105.27,-101.06,-148.53,-94.424
-17.277,-14.707,-78.437,-11.439
-44.942,-40.202,-77.681,-14.937
-41.42,-36.182,-183.65,-10.672
-45.156,-42.401,-76.607,-30.504
-50.531,-47.649,-103.78,-38.663
-37.416,-31.199,-61.65,-6.0397
-109.3,-105.19,-168.96,-96.145
-47.012,-42.46,-76.504,-25.346
-49.939,-47.119,-97.013,-38.045
-26.378,-24.47,-79.279,-18.248
-51.319,-47.737,-129.28,-33.421
-41.711,-36.643,-94.181,-16.069
-44.691,-39.929,-78.969,-14.738
-48.69,-44.799,-100.13,-31.143
-21.729,-18.933,-74.805,-15.925
-49.847,-46.813,-72.241,-35.937
-30.896,-27.301,-72.8,-20.092
-36.301,-34.137,-120.47,-28.525
-78.456,-77.522,-125.62,-75.895
-40.335,-34.854,-63.186,-13.291
-50.476,-47.04,-83.429,-32.529
-44.942,-40.202,-77.907,-14.937
-46.082,-41.969,-78.15,-6.9559
-58.414,-55.601,-111.18,-40.586
-44.942,-40.202,-78.472,-14.937
-46.304,-42.319,-89.662,-27.024
-42.666,-40.696,-78.496,-34.534
-2109.9,-181.53,-198.44,-174.8
-44.444,-39.709,-165.4,-6.6745
-45.156,-42.401,-61.807,-30.504
-48.69,-44.799,-96.962,-31.143
-139.16,-136.48,-135.4,-132.78
-56.731,-53.909,-105.55,-40.107
-44.152,-42.406,-77.096,-35.405
-45.959,-41.508,-75.6,-26.469
-44.444,-39.709,-69.813,-6.6745
-44.942,-40.202,-76.816,-14.937
-48.606,-44.455,-64.098,-27.743
-90.853,-87.275,-115.23,-81.819
-1124.3,-160.48,-177.47,-153.9
-41.138,-39.354,-76.502,-13.986
-41.42,-36.182,-145.12,-10.672
-50.151,-47.404,-85.419,-37.507
-44.942,-40.202,-160.69,-14.937
-41.465,-35.954,-75.6,-14.053
-50.302,-47.115,-76.597,-33.152
-37.813,-31.637,-76.504,-4.5711
-86.565,-84.937,-123.31,-77.548
-48.278,-44.094,-62.051,-24.698
-45.605,-43.522,-64.923,-32.802
-42.845,-38.419,-98.864,-15.923
-41.42,-36.182,-75.899,-10.672
-8617.1,-196.55,-214.5,-193.99
-47.495,-43.558,-85.485,-28.957
-41.42,-36.182,-82.105,-10.672
-50.042,-48.1,-78.871,-37.044
-43.003,-40.795,-84.851,-31.476
-46.098,-41.786,-64.923,-21.298
-66.251,-64.603,-181.67,-57.561
-44.942,-40.202,-72.793,-14.937
-44.826,-40.431,-81.725,-23.666
-39.422,-37.91,-76.504,-19.609
-47.012,-42.46,-76.504,-25.346
-43.522,-41.3,-76.816,-31.294
-11218,-209.01,-194.65,-210.54
-47.449,-43.712,-74.805,-30.174
-53.35,-50.468,-76.787,-40.574
-32.067,-30.404,-76.607,-15.886
-48.874,-47.013,-91.83,-38.538
-56.731,-53.909,-124.95,-40.107
-47.54,-44.325,-81.012,-30.022
-48.69,-44.799,-103.42,-31.143
-41.42,-36.182,-86.769,-10.672
-23.147,-21.211,-75.774,-10.561
-41.42,-36.182,-78.021,-10.672
-23.147,-21.211,-71.205,-10.561
